# depth maps
# file: 'rgbd_dataset_freiburg3_large_cabinet.bag'
# timestamp filename
1341841599.918730 depth/1341841599.918730.png
1341841599.950790 depth/1341841599.950790.png
1341841599.982970 depth/1341841599.982970.png
1341841600.018939 depth/1341841600.018939.png
1341841600.051402 depth/1341841600.051402.png
1341841600.086625 depth/1341841600.086625.png
1341841600.118765 depth/1341841600.118765.png
1341841600.150765 depth/1341841600.150765.png
1341841600.186685 depth/1341841600.186685.png
1341841600.218911 depth/1341841600.218911.png
1341841600.250789 depth/1341841600.250789.png
1341841600.286797 depth/1341841600.286797.png
1341841600.318857 depth/1341841600.318857.png
1341841600.354819 depth/1341841600.354819.png
1341841600.386626 depth/1341841600.386626.png
1341841600.418813 depth/1341841600.418813.png
1341841600.454769 depth/1341841600.454769.png
1341841600.487355 depth/1341841600.487355.png
1341841600.518776 depth/1341841600.518776.png
1341841600.554923 depth/1341841600.554923.png
1341841600.586701 depth/1341841600.586701.png
1341841600.622999 depth/1341841600.622999.png
1341841600.654770 depth/1341841600.654770.png
1341841600.686711 depth/1341841600.686711.png
1341841600.722828 depth/1341841600.722828.png
1341841600.755710 depth/1341841600.755710.png
1341841600.786813 depth/1341841600.786813.png
1341841600.829981 depth/1341841600.829981.png
1341841600.890984 depth/1341841600.890984.png
1341841600.923041 depth/1341841600.923041.png
1341841600.961909 depth/1341841600.961909.png
1341841601.022864 depth/1341841601.022864.png
1341841601.090935 depth/1341841601.090935.png
1341841601.122751 depth/1341841601.122751.png
1341841601.159538 depth/1341841601.159538.png
1341841601.190647 depth/1341841601.190647.png
1341841601.222861 depth/1341841601.222861.png
1341841601.258689 depth/1341841601.258689.png
1341841601.291113 depth/1341841601.291113.png
1341841601.326704 depth/1341841601.326704.png
1341841601.358648 depth/1341841601.358648.png
1341841601.390694 depth/1341841601.390694.png
1341841601.426793 depth/1341841601.426793.png
1341841601.429996 depth/1341841601.429996.png
1341841601.463253 depth/1341841601.463253.png
1341841601.497752 depth/1341841601.497752.png
1341841601.530021 depth/1341841601.530021.png
1341841601.565844 depth/1341841601.565844.png
1341841601.597623 depth/1341841601.597623.png
1341841601.629929 depth/1341841601.629929.png
1341841601.666889 depth/1341841601.666889.png
1341841601.697653 depth/1341841601.697653.png
1341841601.733837 depth/1341841601.733837.png
1341841601.765729 depth/1341841601.765729.png
1341841601.798338 depth/1341841601.798338.png
1341841601.833818 depth/1341841601.833818.png
1341841601.865746 depth/1341841601.865746.png
1341841601.901930 depth/1341841601.901930.png
1341841601.934041 depth/1341841601.934041.png
1341841601.965792 depth/1341841601.965792.png
1341841602.001803 depth/1341841602.001803.png
1341841602.033901 depth/1341841602.033901.png
1341841602.069694 depth/1341841602.069694.png
1341841602.101878 depth/1341841602.101878.png
1341841602.133677 depth/1341841602.133677.png
1341841602.169724 depth/1341841602.169724.png
1341841602.202308 depth/1341841602.202308.png
1341841602.237889 depth/1341841602.237889.png
1341841602.269752 depth/1341841602.269752.png
1341841602.301759 depth/1341841602.301759.png
1341841602.337738 depth/1341841602.337738.png
1341841602.369771 depth/1341841602.369771.png
1341841602.401675 depth/1341841602.401675.png
1341841602.437842 depth/1341841602.437842.png
1341841602.469770 depth/1341841602.469770.png
1341841602.505803 depth/1341841602.505803.png
1341841602.537752 depth/1341841602.537752.png
1341841602.598721 depth/1341841602.598721.png
1341841602.631584 depth/1341841602.631584.png
1341841602.666939 depth/1341841602.666939.png
1341841602.698900 depth/1341841602.698900.png
1341841602.730736 depth/1341841602.730736.png
1341841602.766847 depth/1341841602.766847.png
1341841602.798839 depth/1341841602.798839.png
1341841602.835501 depth/1341841602.835501.png
1341841602.866712 depth/1341841602.866712.png
1341841602.898793 depth/1341841602.898793.png
1341841602.934902 depth/1341841602.934902.png
1341841602.966696 depth/1341841602.966696.png
1341841602.998922 depth/1341841602.998922.png
1341841603.034780 depth/1341841603.034780.png
1341841603.066822 depth/1341841603.066822.png
1341841603.102862 depth/1341841603.102862.png
1341841603.134733 depth/1341841603.134733.png
1341841603.166860 depth/1341841603.166860.png
1341841603.202693 depth/1341841603.202693.png
1341841603.234718 depth/1341841603.234718.png
1341841603.266719 depth/1341841603.266719.png
1341841603.302855 depth/1341841603.302855.png
1341841603.334804 depth/1341841603.334804.png
1341841603.370609 depth/1341841603.370609.png
1341841603.402906 depth/1341841603.402906.png
1341841603.434697 depth/1341841603.434697.png
1341841603.470839 depth/1341841603.470839.png
1341841603.502748 depth/1341841603.502748.png
1341841603.538819 depth/1341841603.538819.png
1341841603.570699 depth/1341841603.570699.png
1341841603.602947 depth/1341841603.602947.png
1341841603.638819 depth/1341841603.638819.png
1341841603.670967 depth/1341841603.670967.png
1341841603.702739 depth/1341841603.702739.png
1341841603.739461 depth/1341841603.739461.png
1341841603.770677 depth/1341841603.770677.png
1341841603.806756 depth/1341841603.806756.png
1341841603.840438 depth/1341841603.840438.png
1341841603.870852 depth/1341841603.870852.png
1341841603.906940 depth/1341841603.906940.png
1341841603.938725 depth/1341841603.938725.png
1341841603.970814 depth/1341841603.970814.png
1341841604.006695 depth/1341841604.006695.png
1341841604.038747 depth/1341841604.038747.png
1341841604.075607 depth/1341841604.075607.png
1341841604.113828 depth/1341841604.113828.png
1341841604.175370 depth/1341841604.175370.png
1341841604.206799 depth/1341841604.206799.png
1341841604.238820 depth/1341841604.238820.png
1341841604.274742 depth/1341841604.274742.png
1341841604.342842 depth/1341841604.342842.png
1341841604.374978 depth/1341841604.374978.png
1341841604.406757 depth/1341841604.406757.png
1341841604.442943 depth/1341841604.442943.png
1341841604.475140 depth/1341841604.475140.png
1341841604.510939 depth/1341841604.510939.png
1341841604.542789 depth/1341841604.542789.png
1341841604.574905 depth/1341841604.574905.png
1341841604.610914 depth/1341841604.610914.png
1341841604.642714 depth/1341841604.642714.png
1341841604.674765 depth/1341841604.674765.png
1341841604.710807 depth/1341841604.710807.png
1341841604.742940 depth/1341841604.742940.png
1341841604.778850 depth/1341841604.778850.png
1341841604.810866 depth/1341841604.810866.png
1341841604.843038 depth/1341841604.843038.png
1341841604.879430 depth/1341841604.879430.png
1341841604.910879 depth/1341841604.910879.png
1341841604.942785 depth/1341841604.942785.png
1341841604.978786 depth/1341841604.978786.png
1341841605.010909 depth/1341841605.010909.png
1341841605.047310 depth/1341841605.047310.png
1341841605.078678 depth/1341841605.078678.png
1341841605.110664 depth/1341841605.110664.png
1341841605.146724 depth/1341841605.146724.png
1341841605.178891 depth/1341841605.178891.png
1341841605.210966 depth/1341841605.210966.png
1341841605.246723 depth/1341841605.246723.png
1341841605.278674 depth/1341841605.278674.png
1341841605.314749 depth/1341841605.314749.png
1341841605.346937 depth/1341841605.346937.png
1341841605.378758 depth/1341841605.378758.png
1341841605.414832 depth/1341841605.414832.png
1341841605.446949 depth/1341841605.446949.png
1341841605.479015 depth/1341841605.479015.png
1341841605.514677 depth/1341841605.514677.png
